Initial_Price,Inventory,Product_Score,Shop_Score,Active_Time_Left,Product_Cost,Target_Price
21,0.302238,0.539745,1,0.329211,16.8,27.91
19,0.693317,0.497307,0.522871,0.210396,15.2,20.61
19,0.559401,0.898127,0.743804,0.787458,15.2,22.53
11,0.515847,0.961527,0.889681,0.404182,8.8,14.91
6,0.222699,0.002205,1,0.709866,4.8,6.42
11,0.64986,0.831102,1,0.287615,8.8,14.46
33,0.677377,0.557261,1,0.286125,26.4,39.43
17,0.386348,0.935017,0.473175,0.333316,13.6,21.35
13,0.261412,0.718441,0.018476,0.505426,10.4,14.3
19,0.998761,0.958085,0.867226,0.92182,15.2,19.92
17,0.264416,0.75915,0,0.721705,13.6,17.85
20,0.164752,0.263894,0.070115,0.266956,16,23.76
20,0.783198,0.135752,0.376939,0.03744,16,19.99
12,0.480232,0.901589,0.018775,0.442275,9.6,12.31
13,0.953318,0.516073,0.289004,0.28976,10.4,11.96
22,0.362838,0.849436,0.904666,0.771871,17.6,28.77
12,0.603036,0.055297,0.90761,0.400598,9.6,11.98
18,0.009511,0.429952,0.852149,0.186226,14.4,25.3
14,0.76818,0.205567,0.262149,0.888316,11.2,11.71
19,0.965887,0.870591,1,0.809341,15.2,20.9
20,0.685798,0.694034,1,0.342148,16,24.7
13,0.837314,0.062429,0,0.287691,10.4,11.8
22,0.103022,0.614763,0.471113,0.619892,17.6,27.51
13,0.788262,0.839285,1,0.771219,10.4,15.16
13,0.430599,0.033782,0.44267,0.702112,10.4,12.91
15,0.175258,0.612615,1,0.879155,12,19.49
17,0.900378,0.925817,0.616301,0.587804,13.6,17.86
13,0.663019,0.151461,1,0.282431,10.4,13.51
2,0.215736,0.727936,0.512548,0.604398,1.6,2.48
24,0.152427,0.651586,0.349815,0.639275,19.2,28.86
17,0.552147,0.968616,0.31761,0.540367,13.6,18.6
17,0.620669,0.236952,0.442786,0.265582,13.6,17.69
16,0.849027,0.392724,0.401661,0.310978,12.8,15.38
6,0.428569,0.082665,0.602967,0.443071,4.8,6.36
17,0.958087,0.823551,0.101431,0.376847,13.6,14.87
9,0.19569,0.289496,1,0.567318,7.2,11.02
18,0.516589,0.163998,0.44178,0.412875,14.4,18.72
14,0.401594,0.163135,1,0.953402,11.2,14.2
22,0.278816,0.277964,1,0.596679,17.6,25.97
16,0.604089,0.007063,0.664456,0.474086,12.8,15.45
17,0.079672,0.748756,0.010879,0.9955,13.6,18.23
11,0.495148,0.853815,0,0.225394,8.8,11.63
20,0.474072,0.925702,0,0.454322,16,20.39
16,0.735805,0.302145,0.453556,0.434198,12.8,15.58
20,0.293456,0.47413,0.680244,0.760558,16,23.19
21,0.217089,0.740315,0.208574,0.571536,16.8,24.37
20,0.205581,0.650637,0.341299,0.688056,16,23.38
15,0.98205,0.267618,1,0.411976,12,13.98
7,0.452924,0.389271,0.737602,0.217423,5.6,8.33
11,0.958685,0.905241,0,0.146867,8.8,9.76
21,0.896107,0.730842,0.893621,0.254705,16.8,24.19
22,0.440907,0.076246,0.109082,0.395916,17.6,23.05
23,0.409962,0.206278,0,0.068444,18.4,25.81
14,0.660964,0.888318,0.668059,0.800034,11.2,15.58
12,0.933981,0.412705,0.196206,0.068728,9.6,11.34
21,0.804537,0.204511,0.610041,0.037296,16.8,21.43
21,0.474475,0.346931,1,0.199294,16.8,25.39
17,0.493944,0.412199,0.626449,0.22228,13.6,19.74
16,0.255395,0.755285,0.150095,0.264656,12.8,19.04
10,0.607494,0.133084,1,0.014509,8,11.07
15,0.063269,0.854821,0,0.385244,12,17.96
23,0.571473,0.379808,0,0.682715,18.4,21.5
12,0.091479,0.476878,1,0.098349,9.6,17.21
14,0.520534,0.130154,1,0.694394,11.2,14.07
16,0.597652,0.272197,0.43689,0.09187,12.8,17.44
15,0.772641,0.945838,0.208066,0.879848,12,13.41
7,0.525112,0.474356,0.725466,0.448036,5.6,7.97
17,0.191789,0.108241,0.754532,0.039982,13.6,21.22
9,0.672984,0.951201,1,0.191026,7.2,12.36
14,0.415334,0.033432,1,0.178984,11.2,15.56
17,0.636508,0.097009,0.851597,0.312067,13.6,17.27
10,0.00597,0.846947,1,0.62633,8,15.11
13,0.733296,0.612369,0.917597,0.717344,10.4,14.14
12,0.8247,0.700151,0.514108,0.130738,9.6,13.06
19,0.045812,0.55026,0.489464,0.541199,15.2,24.34
13,0.356343,0.811401,0.235268,0.835634,10.4,13.87
17,0.220424,0.644382,1,0.363757,13.6,23.75
13,0.648844,0.197477,0.129481,0.560442,10.4,12.2
19,0.086407,0.773323,0.381661,0.522586,15.2,24.3
12,0.33908,0.344604,0.499268,0.568375,9.6,13.43
11,0.658575,0.85041,0.166212,0.902861,8.8,10.04
15,0.830415,0.341298,1,0.276478,12,15.74
26,0.188959,0.971767,0.867547,0.50118,20.8,38
15,0.014633,0.22343,0,0.000004,12,19.41
9,0.221271,0.6384,0.097117,0.042144,7.2,11.05
11,0.780043,0.137357,1,0.315546,8.8,10.78
29,0.004084,0.129399,0.333068,0.592333,23.2,34.72
15,0.689921,0.651276,0.682452,0.027579,12,17.94
16,0.209792,0.717416,0.726973,0.388734,12.8,21.55
18,0.828742,0.099488,0.681804,0.771484,14.4,15.14
25,0.807919,0.577526,0.266936,0.005465,20,25.94
20,0.941501,0.414533,0.584672,0.832473,16,17.08
20,0.494715,0.135186,0.651077,0.744145,16,19.77
18,0.481262,0.517614,0.181359,0.732053,14.4,17.98
14,0.818128,0.064725,0.771121,0.782492,11.2,11.71
17,0.559801,0.898208,0.653436,0.924254,13.6,19.14
15,0.832262,0.094437,0.763069,0.579192,12,13.2
9,0.611192,0.862854,0.960638,0.152484,7.2,12.21
4,0.371508,0.738472,0.547567,0.713475,3.2,4.68
23,0.789882,0.114512,0.084219,0.35929,18.4,21.07
22,0.58114,0.542688,1,0.899979,17.6,24.3
20,0.698464,0.970151,0.854635,0.840631,16,23.68
19,0.059742,0.247077,0.075789,0.704774,15.2,21.71
18,0.189265,0.573426,0.063326,0.126426,14.4,21.84
11,0.398186,0.568035,0.8008,0.379996,8.8,13.71
11,0.737053,0.341493,0.92501,0.397612,8.8,11.57
13,0.552217,0.117727,0,0.860935,10.4,11.79
13,0.240706,0.544504,0.436957,0.90862,10.4,14.52
12,0.909509,0.567865,0.325347,0.492306,9.6,10.94
10,0.025208,0.91454,0.49823,0.555232,8,13.61
19,0.29067,0.626401,0.874115,0.043558,15.2,26.49
19,0.200616,0.495624,1,0.168389,15.2,26.3
24,0.364757,0.185445,0.189349,0.644782,19.2,24.94
25,0.884635,0.388779,1,0.466117,20,25.21
13,0.686124,0.572704,1,0.068451,10.4,16.13
19,0.139739,0.727292,1,0.103497,15.2,28.77
16,0.187554,0.987733,0.659768,0.101355,12.8,23.45
17,0.76239,0.032425,0.46128,0.314001,13.6,15.95
15,0.599665,0.184814,0.61775,0.870186,12,13.98
11,0.602092,0.762352,1,0.989792,8.8,12.83
16,0.113308,0.041867,0.681499,0.569509,12.8,18.44
15,0.222201,0.278986,1,0.222771,12,19.17
14,0.072263,0.85796,0.85126,0.285803,11.2,21.09
9,0.505303,0.36904,0,0.818123,7.2,8.41
14,0.345099,0.898992,1,0.561025,11.2,19.73
15,0.196721,0.289098,0.273491,0.542392,12,17.17
13,0.374697,0.380323,0.868523,0.149561,10.4,16.28
20,0.526407,0.109373,0.596011,0.740245,16,19.35
25,0.710827,0.814625,1,0.156516,20,32.76
18,0.589971,0.933485,0.623304,0.186748,14.4,22.67
20,0.639091,0.183107,0.67101,0.586114,16,19.53
26,0.603762,0.311199,0,0.619147,20.8,24.3
19,0.373575,0.674704,1,0.189785,15.2,26.27
24,0.325554,0.079101,0.612553,0.935151,19.2,24.05
12,0.561142,0.032724,0.402259,0.708119,9.6,11.27
16,0.749663,0.326576,1,0.801716,12.8,15.53
23,0.919191,0.386612,0.880639,0.780755,18.4,20.98
20,0.827669,0.548967,0.719863,0.523305,16,20.45
17,0.553727,0.552931,0.83995,0.631772,13.6,19.34
21,0.824822,0.330127,0.630876,0.01874,16.8,22.04
18,0.028232,0.425651,0.064744,0.583013,14.4,21.3
19,0.797521,0.251857,0,0.609735,15.2,16.32
15,0.199489,0.202635,1,0.667796,12,17.52
18,0.685841,0.777526,1,0.20362,14.4,23.33
18,0.82519,0.139593,0.870144,0.320793,14.4,17.18
14,0.314963,0.451204,0.754532,0.973482,11.2,15.62
6,0.399747,0.122523,1,0.273809,4.8,6.81
16,0.985589,0.816286,1,0.699981,12.8,17.48
29,0.253565,0.84349,0.811304,0.265305,23.2,41.16
3,0.755339,0.114775,1,0.572697,2.4,2.79
12,0.40606,0.720982,1,0.872142,9.6,15.02
15,0.31523,0.923315,0.3349,0.817083,12,17.01
18,0.770516,0.386031,1,0.02923,14.4,20.53
22,0.449861,0.777113,0.090058,0.424361,17.6,23.39
22,0.710086,0.923886,0,0.39361,17.6,20.62
23,0.2222,0.004951,0.939977,0.900326,18.4,23.76
23,0.823837,0.272584,0.399118,0.035806,18.4,23.16
13,0.716774,0.036519,1,0.454794,10.4,12.18
16,0.499241,0.199192,0,0.981336,12.8,14.46
14,0.791551,0.011208,1,0.036405,11.2,13.73
19,0.919705,0.0489,0.479596,0.670754,15.2,15.34
15,0.787389,0.649343,0.735404,0.734716,12,15.44
12,0.297837,0.288724,0.05223,0.104887,9.6,13.99
26,0.717335,0.84441,1,0.261217,20.8,33.76
16,0.615057,0.333297,0.460045,0.475123,12.8,16.32
13,0.841323,0.921307,1,0.201095,10.4,16.79
21,0.404568,0.131387,0.55903,0.932683,16.8,20.6
10,0.453361,0.549005,0,0.716245,8,9.75
14,0.093765,0.294435,0.196565,0.101091,11.2,17.72
13,0.218644,0.806153,1,0.873852,10.4,17.68
7,0.529342,0.337677,0.310681,0.288204,5.6,7.51
3,0.528866,0.121029,0.641026,0.40482,2.4,3.12
16,0.713076,0.455598,1,0.619653,12.8,17.17
13,0.286393,0.249882,1,0.494747,10.4,15.42
13,0.116072,0.745233,0.09172,0.535566,10.4,15.26
20,0.187252,0.73592,0.454001,0.940937,16,23.41
12,0.433719,0.010205,1,0.38706,9.6,12.64
25,0.185542,0.002992,0.32685,0.52135,20,28.05
8,0.123466,0.918006,1,0.193215,6.4,12.63
3,0.725025,0.322875,0.705605,0.033662,2.4,3.28
15,0.910168,0.296379,0,0.520731,12,12.48
18,0.060912,0.270926,0.752273,0.099943,14.4,24.07
25,0.041824,0.245724,0.30081,0.677304,20,29.43
14,0.285714,0.775369,0.661533,0.232579,11.2,18.82
15,0.579644,0.263238,0.204581,0.508067,12,14.82
16,0.938261,0.718987,0.921947,0.815467,12.8,16.43
29,0.581685,0.673289,0.570175,0.694443,23.2,31.38
7,0.679984,0.550534,1,0.427303,5.6,8.14
18,0.649979,0.682773,0.054711,0.681817,14.4,16.53
16,0.945505,0.174033,0.512575,0.321073,12.8,14.29
12,0.856709,0.464518,1,0.909541,9.6,11.53
15,0.361008,0.493959,1,0.310059,12,19.37
17,0.822173,0.027411,1,0.615529,13.6,14.6
12,0.261217,0.218238,1,0.444511,9.6,14.33
17,0.986036,0.933409,0.233783,0.051995,13.6,16.7
20,0.399793,0.658644,0.820112,0.40561,16,25.5
20,0.55445,0.978662,0.923032,0.589401,16,26.43
14,0.647781,0.369314,0.730956,0.473407,11.2,14.76
25,0.750022,0.263297,0,0.144546,20,24.28
13,0.858314,0.065961,0.347767,0.751528,10.4,10.6
14,0.755082,0.735066,0.680019,0.222049,11.2,16.15
11,0.698057,0.772178,1,0.519352,8.8,13.48
21,0.864479,0.907816,0.757817,0.785296,16.8,22.52
5,0.322681,0.931972,0,0.02233,4,5.83
25,0.670789,0.013952,0.446898,0.324362,20,24.23
13,0.450874,0.234362,1,0.872922,10.4,13.5
18,0.382103,0.616778,0.715047,0.84471,14.4,20.78
15,0.410811,0.949016,0.981006,0.538441,12,21.01
24,0.40148,0.950176,0.488836,0.866608,19.2,27.65
6,0.317384,0.556653,0.499621,0.949806,4.8,6.57
15,0.621919,0.915606,0.693281,0.826407,12,17.1
15,0.430247,0.641566,0.805026,0.854115,12,17.46
22,0.973802,0.390008,0.69915,0.098743,17.6,22
11,0.677801,0.485991,0.659504,0.651304,8.8,11.3
16,0.19857,0.60431,0.264669,0.703517,12.8,18.3
12,0.426701,0.549548,0.788782,0.610241,9.6,14.17
17,0.343346,0.926181,0.660911,0.799615,13.6,21.21
19,0.797639,0.918733,1,0.034571,15.2,25.49
11,0.879998,0.394876,1,0.770239,8.8,10.47
22,0.903842,0.963263,0.692578,0.731729,17.6,23.3
21,0.66272,0.173956,0.412358,0.259698,16.8,21.24
19,0.270208,0.12633,0.280635,0.257069,15.2,21.94
21,0.252367,0.135079,0.811747,0.632303,16.8,23.45
13,0.854898,0.505662,0.63867,0.345297,10.4,13.24
16,0.527715,0.021525,0.428073,0.796589,12.8,14.93
12,0.802161,0.94797,0.621798,0.446146,9.6,13.51
15,0.572489,0.827115,0.29,0.782749,12,15.16
19,0.733143,0.015019,0.949016,0.990472,15.2,15.47
13,0.519012,0.176196,0.376436,0.300248,10.4,13.77
15,0.770884,0.332064,1,0.143006,12,16.44
13,0.568858,0.130997,0.801746,0.901308,10.4,12.14
12,0.46571,0.809491,0.896789,0.541559,9.6,15.55
13,0.342689,0.344737,0.052544,0.97474,10.4,12.68
16,0.068209,0.940107,0.684691,0.636604,12.8,22.45
11,0.377924,0.582014,0.970278,0.993913,8.8,12.94
18,0.079626,0.878832,0.12315,0.546071,14.4,21.64
25,0.982817,0.844734,0.466891,0.526426,20,23.98
20,0.181613,0.905392,0.616307,0.135428,16,28.47
16,0.811859,0.45988,0,0.355705,12.8,14.47
12,0.874962,0.546347,0.75758,0.026219,9.6,13.32
13,0.688413,0.798604,1,0.160395,10.4,17.06
25,0.569494,0.285719,0.170242,0.745637,20,23.56
17,0.160971,0.490254,0.775273,0.0304,13.6,23.49
13,0.46688,0.59911,0,0.366543,10.4,13.52
17,0.345172,0.015533,0.580652,0.862346,13.6,16.88
27,0.22504,0.593481,0,0.692678,21.6,28.93
17,0.592512,0.433676,1,0.690942,13.6,18.67
20,0.31227,0.807361,0.80445,0.188637,16,27.94
18,0.916306,0.315245,0.587692,0.441904,14.4,16.55
15,0.909636,0.892889,0.212419,0.581577,12,13.44
11,0.257118,0.577857,1,0.989752,8.8,13.53
15,0.110891,0.18401,1,0.203906,12,19.33
15,0.192963,0.787929,0,0.247733,12,17.6
19,0.499584,0.612031,1,0.262173,15.2,24.56
21,0.728586,0.053909,1,0.750172,16.8,18.48
21,0.208194,0.420194,0.769006,0.456975,16.8,26.35
18,0.248034,0.679069,0.000366,0.056929,14.4,21.41
21,0.851672,0.918602,1,0.508516,16.8,25.73
13,0.415849,0.000402,0.50954,0.21196,10.4,14.19
23,0.616685,0.976759,0.29804,0.798604,18.4,23.23
19,0.233666,0.37658,0,0.297331,15.2,21.79
15,0.101967,0.973784,0.875269,0.027606,12,23.92
19,0.515857,0.604716,0.996403,0.593432,15.2,23.1
16,0.477141,0.828846,0.288235,0.84384,12.8,16.57
22,0.152672,0.574712,0.860288,0.381016,17.6,29.93
24,0.621806,0.628076,0.027829,0.749858,19.2,21.8
27,0.54401,0.285576,1,0.511141,21.6,29.55
10,0.654137,0.586833,0.623284,0.540952,8,10.76
17,0.818936,0.51058,0,0.095628,13.6,16.21
22,0.527724,0.470893,0.35823,0.500606,17.6,23.24
7,0.939204,0.008872,0.867734,0.46236,5.6,5.84
10,0.723383,0.067896,1,0.000744,8,10.38
5,0.178757,0.434816,0.680842,0.988939,4,5.75
29,0.619725,0.431494,0.263583,0.87762,23.2,26.74
25,0.562283,0.185884,1,0.217211,20,27.65
28,0.763405,0.529705,0.48926,0.605378,22.4,27.36
20,0.806646,0.599086,0.615632,0.471953,16,20.61
21,0.298625,0.720924,0.690965,0.359109,16.8,27.47
11,0.138385,0.306396,0.568536,0.529292,8.8,13.29
26,0.635398,0.404395,0.329216,0.564823,20.8,25.64
11,0.008308,0.822782,0.837259,0.833549,8.8,15.46
13,0.788583,0.58713,0.017704,0.062813,10.4,12.69
15,0.502077,0.706516,0.349545,0.606367,12,16.15
13,0.997119,0.510582,0.39572,0.503613,10.4,11.46
21,0.984041,0.830062,0.132826,0.160299,16.8,19.29
15,0.227079,0.720678,0.642255,0.145445,12,20.48
16,0.849957,0.866262,0.671846,0.637841,12.8,17.04
15,0.812818,0.20341,0.637775,0.882906,12,12.75
23,0.236134,0.298535,0.522177,0.032866,18.4,29.01
13,0.656853,0.475804,0.875425,0.428022,10.4,14.54
16,0.977171,0.493604,1,0.877893,12.8,14.9
19,0.731569,0.607676,1,0.476507,15.2,21.95
16,0.859281,0.538901,0.075908,0.133957,12.8,15.13
9,0.407904,0.007409,0.253061,0.638562,7.2,9.09
22,0.261223,0.048955,0.97267,0.034133,17.6,26.57
15,0.998127,0.933302,0.868455,0.509098,12,16.85
14,0.798551,0.212103,0.233639,0.824902,11.2,11.7
11,0.062739,0.724841,0.877858,0.435909,8.8,15.86
21,0.315805,0.398055,0.816145,0.469105,16.8,25.41
11,0.08278,0.736081,0.532098,0.917891,8.8,13.64
20,0.745517,0.651138,0.129447,0.723641,16,17.82
14,0.253099,0.925035,0.842384,0.55913,11.2,19.58
17,0.350899,0.614109,0,0.074262,13.6,19.46
15,0.656196,0.037092,0.802489,0.74384,12,13.51
19,0.834637,0.115576,0.606413,0.341136,15.2,17.59
20,0.721626,0.756444,0,0.857447,16,16.8
11,0.405874,0.451779,0.073457,0.615582,8.8,11.31
22,0.776439,0.604675,1,0.439585,17.6,25.15
20,0.38812,0.863706,0,0.6225,16,20.41
22,0.663517,0.500381,0.647244,0.132723,17.6,25.03
24,0.181991,0.81695,0.442588,0.385648,19.2,31.07
9,0.847596,0.649139,0.845157,0.93921,7.2,8.93
26,0.833604,0.458592,0.777488,0.539997,20.8,26.03
9,0.464332,0.228965,1,0.539152,7.2,9.88
13,0.225003,0.836247,0.980186,0.239715,10.4,19.37
18,0.006,0.510383,0.605752,0.611235,14.4,23.38
22,0.540597,0.026717,0,0.192589,17.6,23
20,0.509198,0.154617,0.464223,0.95914,16,18.66
18,0.046717,0.908682,0.871126,0.270271,14.4,27.79
19,0.569235,0.035257,0.867761,0.579622,15.2,18.4
11,0.980866,0.47156,1,0.773835,8.8,10.36
17,0.807606,0.078882,0.517497,0.696426,13.6,14.52
29,0.590262,0.539855,0.010299,0.765814,23.2,26.48
4,0.789011,0.695139,0.327351,0.589083,3.2,3.83
15,0.777393,0.051964,0.735251,0.119959,12,14.71
16,0.448151,0.938557,1,0.66983,12.8,21.8
12,0.395318,0.430883,1,0.954588,9.6,13.48
16,0.63029,0.971564,0.991078,0.168534,12.8,22.39
17,0.098633,0.376493,0,0.819316,13.6,18.64
15,0.190788,0.578484,0.388083,0.420058,12,18.44
16,0.085556,0.277051,0.876304,0.525392,12.8,20.12
11,0.997684,0.178915,0.764802,0.343187,8.8,9.76
19,0.807164,0.511654,1,0.573054,15.2,20.28
13,0.453319,0.997814,0,0.461881,10.4,13.34
11,0.180557,0.508327,0.912437,0.441237,8.8,14.58
27,0.004424,0.340047,0,0.461663,21.6,32.56
14,0.681314,0.18787,0.353911,0.728331,11.2,12.72
14,0.442782,0.043517,0.634574,0.748895,11.2,13.78
7,0.955966,0.554091,0.424999,0.369322,5.6,6.57
18,0.533355,0.483676,1,0.108481,14.4,22.65
21,0.970605,0.415943,1,0.480052,16.8,20.62
17,0.681363,0.424544,1,0.709919,13.6,17.94
18,0.490452,0.662805,1,0.017648,14.4,24.58
5,0.128403,0.189776,0.846719,0.063605,4,6.5
11,0.503831,0.722479,0,0.116973,8.8,11.83
19,0.409669,0.253661,0.322407,0.830885,15.2,19.05
21,0.255597,0.962674,0.600754,0.306238,16.8,28.72
12,0.618066,0.132661,1,0.613294,9.6,11.8
19,0.895014,0.806797,1,0.553552,15.2,21.93
19,0.667502,0.354995,0.490169,0.787143,15.2,17.96
18,0.575853,0.084638,1,0.824669,14.4,16.89
14,0.64872,0.731169,0,0.819213,11.2,12.27
13,0.961077,0.996601,0.171918,0.056484,10.4,12.65
12,0.864369,0.009593,0.185654,0.890335,9.6,9.32
10,0.782729,0.237573,0.657024,0.951782,8,8.59
18,0.311103,0.461925,0.863864,0.221119,14.4,23.24
16,0.271914,0.765259,0.677919,0.774973,12.8,19.9
24,0.957381,0.972503,1,0.415164,19.2,29.35
22,0.516443,0.915947,0.102599,0.463675,17.6,22.84
19,0.417426,0.587447,1,0.681397,15.2,23.4
16,0.638863,0.444375,0.779714,0.932778,12.8,15.94
1,0.689527,0.441076,0.945501,0.857566,0.8,1.02
22,0.768486,0.693991,0,0.958203,17.6,17.62
23,0.442855,0.726641,0.649394,0.633604,18.4,27.25
15,0.951314,0.734733,0.485839,0.066611,12,15.73
16,0.532791,0.384221,0.172612,0.871408,12.8,15.03
16,0.313561,0.945396,0.343427,0.360871,12.8,19.72
24,0.203522,0.793669,0.118892,0.639465,19.2,27.08
17,0.985348,0.257815,0.358775,0.9074,13.6,12.94
6,0.467839,0.636487,0.480265,0.507049,4.8,6.8
12,0.702929,0.845141,0.829872,0.859247,9.6,13.53
11,0.154604,0.007775,0.923215,0.996803,8.8,11.46
21,0.730999,0.077036,0.843701,0.998467,16.8,17.51
27,0.660586,0.989425,0.619096,0.296423,21.6,32.98
12,0.736429,0.790965,1,0.25296,9.6,15.25
8,0.906689,0.736887,0.671811,0.217777,6.4,8.73
19,0.793316,0.86639,0.975149,0.466561,15.2,23.32
9,0.39497,0.230754,0.395214,0.876664,7.2,9.03
18,0.922156,0.105502,1,0.438511,14.4,15.94
11,0.040945,0.742935,0.397733,0.215744,8.8,14.95
15,0.794342,0.475156,1,0.493379,12,16.1
18,0.837972,0.759653,0.130545,0.925035,14.4,14.75
13,0.541927,0.485993,0,0.112946,10.4,13.79
24,0.630372,0.275934,1,0.386504,19.2,25.94
20,0.972484,0.381783,0.433228,0.398747,16,17.95
19,0.397447,0.676201,0,0.307956,15.2,20.51
19,0.50354,0.736471,0,0.054963,15.2,20.66
14,0.025169,0.731655,0.596514,0.631205,11.2,18.74
20,0.615197,0.341974,1,0.298896,16,22.62
26,0.071624,0.811022,0.710383,0.003015,20.8,39.03
6,0.709673,0.264969,0.569194,0.911899,4.8,5.36
20,0.146298,0.061695,0.080868,0.220944,16,23.99
19,0.722059,0.162134,0.450695,0.481197,15.2,17.94
20,0.050785,0.047331,0.787246,0.193915,16,25.12
21,0.079891,0.326383,1,0.827339,16.8,25.9
21,0.221489,0.960089,0.052302,0.581762,16.8,23.42
12,0.88578,0.668187,0.393639,0.690816,9.6,10.95
16,0.795015,0.659302,0,0.630295,12.8,13.69
13,0.5108,0.174261,1,0.654081,10.4,13.45
9,0.92591,0.001927,0.716308,0.570083,7.2,7.35
20,0.388417,0.218892,0.277532,0.840893,16,20.02
21,0.523425,0.196441,0.765908,0.663179,16.8,21.38
11,0.986085,0.834159,1,0.154458,8.8,13.29
18,0.421882,0.942962,1,0.31343,14.4,26.02
19,0.31372,0.816378,0.830541,0.602957,15.2,25.18
27,0.303424,0.87836,0,0.147365,21.6,31.03
16,0.578363,0.7276,0.689045,0.072911,12.8,20.07
15,0.531022,0.14168,0.581086,0.043256,12,16.68
25,0.037757,0.113917,1,0.537181,20,30.58
15,0.803187,0.854158,0.339027,0.416386,12,15.17
23,0.20453,0.089786,0,0.875502,18.4,23.99
18,0.296688,0.980414,0.716927,0.355731,14.4,25.04
12,0.065097,0.816635,0.058626,0.143567,9.6,15.17
27,0.510786,0.320118,0.721836,0.402583,21.6,29.91
15,0.618236,0.252525,0.934293,0.577497,12,15.47
18,0.795856,0.383007,1,0.582492,14.4,18.33
13,0.250254,0.249232,1,0.226396,10.4,16.31
25,0.558325,0.97823,1,0.523678,20,34.08
16,0.885926,0.058359,0.441219,0.319839,12.8,14.27
7,0.861221,0.329504,0.51537,0.706625,5.6,6.17
13,0.795805,0.074951,0,0.929682,10.4,10.34
21,0.585348,0.181409,0.32025,0.336118,16.8,21.46
16,0.766359,0.267796,0.698559,0.154462,12.8,16.6
19,0.215372,0.088655,1,0.629751,15.2,21.34
14,0.883424,0.514688,0.726971,0.025006,11.2,15.28
14,0.294968,0.306487,1,0.230198,11.2,17.62
19,0.15489,0.960177,0.14477,0.583704,15.2,22.36
19,0.331356,0.281664,0,0.757904,15.2,19.3
8,0.384523,0.592578,0.864775,0.466667,6.4,10.06
23,0.316748,0.442084,0.380151,0.536152,18.4,26.07
10,0.198424,0.987363,0.544312,0.771782,8,12.81
15,0.534156,0.848868,1,0.236984,12,20.68
12,0.42976,0.542902,0.312177,0.953738,9.6,12.06
10,0.292305,0.06962,0.743019,0.630826,8,10.78
30,0.35272,0.453347,1,0.791889,24,35.46
4,0.914564,0.483742,0.158791,0.468011,3.2,3.49
17,0.240527,0.415489,0.007534,0.193508,13.6,19.83
14,0.761162,0.252635,0.71988,0.983927,11.2,12.2
11,0.800607,0.801763,0.244541,0.056516,8.8,11.52
5,0.178034,0.380306,1,0.397795,4,6.51
17,0.554705,0.102201,0.938442,0.15237,13.6,18.46
20,0.462208,0.952051,1,0.197505,16,29.13
21,0.203644,0.43497,1,0.630293,16.8,26.6
9,0.235985,0.875419,0.69149,0.266856,7.2,12.55
14,0.005331,0.136471,0.428788,0.274884,11.2,17.73
29,0.829673,0.757036,0.646304,0.462537,23.2,31.07
8,0.88241,0.597681,0.686263,0.391224,6.4,8.26
14,0.840734,0.039328,0.238198,0.468511,11.2,12.23
22,0.246527,0.758715,0.716157,0.254987,17.6,30.09
18,0.139969,0.323604,0.286273,0.0201,14.4,22.99
22,0.711813,0.806417,1,0.962513,17.6,25.2
12,0.069177,0.960319,1,0.686381,9.6,18.23
14,0.605039,0.539474,0.412561,0.461716,11.2,14.77
12,0.059525,0.499325,0.327836,0.256673,9.6,15.48
15,0.362887,0.801124,0.743881,0.421346,12,19.63
13,0.258474,0.797099,0.49709,0.419191,10.4,16.53
26,0.026127,0.119866,1,0.551406,20.8,31.91
6,0.73258,0.245986,0.964463,0.658048,4.8,5.82
21,0.451459,0.626783,0.48898,0.278344,16.8,24.91
12,0.86319,0.37725,0,0.246718,9.6,10.86
15,0.529924,0.063457,0.75627,0.648144,12,14.66
27,0.848966,0.373199,0.019789,0.033211,21.6,25.83
10,0.319436,0.074116,0.75678,0.880092,8,10.19
17,0.319598,0.044442,0.835999,0.401461,13.6,18.81
10,0.260322,0.293012,0.888931,0.822217,8,11.36
23,0.424988,0.754543,0.852703,0.738945,18.4,28.51
11,0.892367,0.953247,0.286756,0.748786,8.8,9.93
22,0.479706,0.588749,0.426815,0.060813,17.6,26.32
14,0.348571,0.98794,0,0.965365,11.2,13.54
28,0.682153,0.198074,0.984468,0.647643,22.4,27.32
4,0.162011,0.042969,1,0.678877,3.2,4.47
31,0.948836,0.383704,0.683462,0.355455,24.8,29.58
20,0.470992,0.780941,0.116372,0.164828,16,22.3
9,0.819737,0.763117,0.845998,0.040824,7.2,11
7,0.070855,0.864242,0.324571,0.546855,5.6,8.92
19,0.106414,0.53724,0.557653,0.996076,15.2,22.38
15,0.507698,0.526677,1,0.512859,12,18.08
14,0.431639,0.815957,0.568662,0.646614,11.2,16.57
26,0.393481,0.129121,0.174432,0.576211,20.8,26.95
18,0.463856,0.72028,0.81326,0.941954,14.4,20.89
7,0.488138,0.066831,0.46122,0.582703,5.6,7
25,0.317365,0.015341,0,0.484153,20,26.91
18,0.53702,0.546204,0.552402,0.408028,14.4,20.24
18,0.760302,0.092189,1,0.136195,14.4,18.1
19,0.866141,0.171704,0.207623,0.158547,15.2,17.79
18,0.798727,0.333604,1,0.82983,14.4,17.06
13,0.028147,0.116719,0.277108,0.177429,10.4,16.46
18,0.525692,0.562587,0,0.243227,14.4,18.74
